"","city","floor","total_area","living_area","kitchen_area","room_count","height","is_studio","view_airport","view_building","view_city","view_cottages","view_east","view_field","view_forest","view_garden","view_highway","view_house","view_mall","view_north","view_parking","view_playground","view_school","view_south","view_street","view_water","view_west","view_yard","total_price"
"72944","Тула",10,42,14.6,12.4,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4200000
"72946","Чебоксары",11,37.44,16.96,9.14,1,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991808
"72950","Екатеринбург",7,29.44,12.22,9.25,1,"2.6","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2414080
"72952","Ижевск",5,74.14,43.32,4.99,2,"2.6","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5239658
"72958","Йошкар-Ола",7,38.36,18.9,8.74,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620518
"72960","Белгород",9,72.55,36.8,16.4,3,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923000
"72961","Чебоксары",11,37.44,16.96,9.14,1,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991808
"72962","Нижний Новгород",2,37.36,12.85,13.74,1,"2.61","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3922800
"72963","Нижний Новгород",11,33.04,10.65,12.82,1,"2.6","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262160
"72965","Казань",6,54.58,28.47,10.68,2,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,7240000
"72966","Саранск",1,41.18,17.01,12.42,1,"2.76","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2553160
"72969","ПГТ Медведево",3,39.82,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1587000
"72973","Тюмень",6,61.16,25.7,17.21,2,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4810000
"72974","Нижний Новгород",3,37.45,13.06,15.14,1,"2.6","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5317900
"72976","Пермь",18,79.4,43.3,13.23,3,"2.74","0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5558000
"72977","Екатеринбург",12,57.78,24.61,18.35,2,"2.65","0",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6442470
"72980","Пермь",12,46.4,17.9,15.07,1,"2.74","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3805000
"72982","Тюмень",13,37.68,13.95,10.32,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3460000
"72983","Казань",3,31.86,11.02,7.92,1,"3","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3240000
"72984","Новосибирск",4,38.93,13.51,14.39,1,"2.72","1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5060900
"72985","Чебоксары",8,61.46,28.39,14.51,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900912
"72989","Саратов",1,58.24,32.31,9.45,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3859800
"72994","Чебоксары",12,39.96,16.96,11.75,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1819000
"72996","Нижний Новгород",11,53.3,29,10.9,2,"2.55","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4470000
"73000","Ижевск",4,52.1,28.3,9.1,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2750000
"73004","Екатеринбург",0,21.8,8.22,8.22,1,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1874800
"73006","Краснодар",10,36.8,16.7,10,1,"2.77","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4121590
"73007","Пермь",20,74.5,32.8,17.9,2,"2.74","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5439000
"73010","Самара",20,34.3,10.22,11.65,1,"2.7","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3944500
"73013","Чебоксары",13,37.44,16.96,9.14,1,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954368
"73014","Екатеринбург",8,28.4,12.09,7.3,1,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2215200
"73015","Новосибирск",12,73.34,34.68,16.85,2,"2.72","0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9680880
"73016","Екатеринбург",12,47.47,12.33,22.35,1,"2.64","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6408450
"73020","Ставрополь",13,66.2,30.4,15.5,2,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4898800
"73021","Тюмень",1,27.84,12.1,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2510000
"73022","Екатеринбург",0,66.08,34.01,14.84,3,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4328240
"73026","Красноярск",6,54.1,28.3,11.2,2,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5823000
"73027","Пермь",24,62.6,29.9,11.94,2,"2.74","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4688000
"73028","Самара",20,34.35,10.22,11.7,1,"2.7","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3881550
"73029","Нижний Новгород",23,90.1,45.5,22.2,3,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10001100
"73032","Ижевск",15,38.2,35.4,11.1,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2562700
"73033","Новосибирск",21,62.15,31.5,9,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592270
"73035","Екатеринбург",0,47.03,20.42,15.36,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3103980
"73039","ПГТ Медведево",10,39.71,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1554000
"73041","Челябинск",9,81.6,54.82,15.38,3,"2.64","0",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4406400
"73047","Екатеринбург",19,62,23.54,22.2,2,"2.64","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8122000
"73050","Владимир",15,46,17.2,14.1,1,"2.65","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3102100
"73052","ПГТ Медведево",5,64.4,33.14,11.52,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2489000
"73053","Новосибирск",13,48.17,18.3,11.4,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2938370
"73054","Ижевск",5,86.17,57.29,7,3,"0","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6212857
"73056","Чебоксары",7,64.8,24.1,17.5,2,"3","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3970000
"73057","Ростов на дону",7,53.01,34.4,11.5,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6308190
"73059","Краснодар",20,87.4,49.9,11.3,3,"2.77","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8521500
"73061","Тула",14,31.98,14.04,5.59,1,"2.7","1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3025300
"73064","Тюмень",3,54.01,26.38,12.12,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4390000
"73067","Тюмень",10,37.26,13.95,9.98,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430000
"73069","Чебоксары",6,37.44,16.96,9.14,1,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029248
"73070","Екатеринбург",17,79.49,39.32,21.7,3,"2.7","0",0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,5643790
"73073","Тула",3,39.17,14.26,11.66,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3525300
"73074","Нижний Новгород",5,78.9,39.3,18.2,3,"2.59","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9665250
"73078","Тюмень",7,43.04,11.74,17.11,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4578000
"73079","Пермь",3,45.7,17.8,15.07,1,"2.74","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3748000
"73081","Екатеринбург",9,47.77,12.33,22.35,1,"2.64","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6448950
"73082","Нижний Новгород",5,38.59,10.99,16.32,1,"2.6","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4823750
"73085","Тула",15,47.1,24.2,6,2,"2.7","1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3768000
"73088","Йошкар-Ола",9,56.14,28.19,10.67,2,"2.7","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3598402
"73089","ПГТ Медведево",3,39.71,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1582000
"73091","Ставрополь",8,39.5,13.6,14.5,1,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3081000
"73093","Йошкар-Ола",2,59.38,48.58,10.44,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2078300
"73094","Екатеринбург",5,28.19,12.11,5.55,1,"2.7","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2734430
"73098","Екатеринбург",4,28.19,12.11,5.55,1,"2.65","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2706240
"73099","ПГТ Медведево",14,39.71,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1480000
"73101","Ижевск",1,32.8,14.8,9.7,1,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1880000
"73102","Тюмень",17,55.06,23.89,13.59,2,"2.7","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4720000
"73103","Казань",2,45.98,15.9,19.47,2,"2.68","1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6050000
"73105","Ижевск",4,40.49,29.19,10.2,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3812790
"73107","Екатеринбург",7,34.24,11.32,14.8,1,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2756320
"73108","Самара",20,59.97,31.93,8.67,2,"2.7","0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5697150
"73111","Краснодар",10,66.31,36.2,13,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6365760
"73116","Тюмень",7,38.77,14.28,12.43,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4050000
"73119","Йошкар-Ола",8,46.43,20.21,9.62,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810770
"73120","Чебоксары",1,48.2,27.89,15.74,1,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567000
"73121","Челябинск",5,58.81,27.82,16.38,2,"2.64","0",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2940500
"73123","Нижний Новгород",11,58.8,29.25,14.06,2,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6535620
"73125","Самара",11,68.53,36.29,14.02,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5139750
"73127","Нижний Новгород",3,98.5,53.16,23.94,3,"2.6","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9456000
"73131","Краснодар",11,76.5,46.1,11.5,3,"2.77","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8338500
"73132","Ставрополь",9,39.4,15.2,15.2,1,"2.8","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3073200
"73133","Челябинск",8,60.8,39.03,16.45,3,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2450118
"73138","ПГТ Медведево",9,64.4,33.14,11.52,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2474000
"73139","Тюмень",6,49.94,17.8,16.2,1,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4170000
"73140","Тюмень",15,47.18,23.12,10.99,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100000
"73142","Екатеринбург",13,77.87,37.3,17.9,3,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9187162
"73143","Екатеринбург",10,65.79,33.83,14.84,3,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4144770
"73144","Нижний Новгород",14,38.83,12.02,12.53,1,"2.6","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4465450
"73145","Ижевск",6,37.8,13.6,12,1,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2395000
"73146","Тюмень",2,37.98,10.49,19.18,1,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150000
"73148","Казань",10,33.15,11.77,8.09,1,"3","1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4760000
"73149","Тула",7,82.3,40.5,14.6,3,"2.7","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5201400
"73150","Краснодар",5,36.9,16.7,9.9,1,"2.75","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4132800
"73151","Самара",6,46.45,21.5,11.1,1,"2.54","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3514032
"73152","Нижний Новгород",5,44.38,20.2,10.21,2,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6080060
"73153","Пермь",5,74.4,32.8,17.9,2,"2.74","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5432000
"73154","Йошкар-Ола",9,74.46,35.54,14.7,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606100
"73155","Челябинск",5,32.64,16.76,10.28,1,"2.85","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2415360
"73156","Тула",11,65.97,35.38,7.77,2,"2.7","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4914800
"73157","Чебоксары",11,61.46,28.39,14.51,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023832
"73158","Самара",1,54.05,24.1,14.4,2,"2.54","0",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4678142
"73160","Ставрополь",4,39.5,13.6,14.5,1,"2.8","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2717100
"73162","Краснодар",8,53.31,31.26,17.15,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5357655
"73163","Тюмень",6,54.81,28.83,12.68,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280000
"73165","Новосибирск",23,44.86,17,14.6,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2772348
"73166","Чебоксары",13,37.44,16.96,9.14,1,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954368
"73167","ПГТ Медведево",14,39.71,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1480000
"73169","Ижевск",4,86.53,47.66,12.46,3,"2.6","0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6018612
"73170","Тюмень",5,57.64,24.61,13.92,2,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4958000
"73171","Ставрополь",2,68.5,31.4,15.5,2,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4119800
"73173","ПГТ Медведево",13,39.71,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1526000
"73174","Тюмень",2,37.26,13.95,9.98,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430000
"73176","Екатеринбург",0,35.31,10.53,15.41,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2436390
"73179","Самара",13,55.9,25.4,12.3,2,"2.54","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5026268
"73180","Тула",2,64.08,25.54,16.97,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5085837
"73183","Нижний Новгород",6,40.24,11.93,16.7,1,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5117280
"73184","Чебоксары",11,86,44.1,10.1,3,"3","0",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5410088
"73186","Тула",13,42,14.6,12.4,1,"2.7","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3540600
"73187","Нижний Новгород",10,50.93,20.57,16.36,1,"2.6","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6315320
"73188","Тюмень",10,47.33,14.6,16.4,1,"2.7","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4460000
"73191","Тюмень",7,53.96,26.38,12.12,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4390000
"73192","Тюмень",3,37.94,10.49,19.18,1,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3680000
"73193","Тюмень",14,54.7,28.85,12.68,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280000
"73198","Казань",5,49.55,26.27,7.2,2,"3","1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6550000
"73201","Чебоксары",3,49.42,17.71,13.84,1,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2798564
"73203","Пермь",9,62.7,30,11.94,2,"2.74","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4703000
"73206","Казань",17,71.76,46.91,7.35,3,"3","1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5820000
"73207","Краснодар",7,45,18.4,12.6,1,"2.77","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5827500
"73211","Йошкар-Ола",7,38.36,18.9,8.74,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572760
"73214","Ижевск",8,38.4,23.3,5.1,1,"2.8","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265000
"73217","Тюмень",5,37.53,10.49,15.05,1,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3140000
"73220","Чебоксары",10,101.56,52.5,14.1,3,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9749760
"73223","Батайск",6,38.51,17.76,11.23,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695700
"73231","Новосибирск",15,44.75,17,14.6,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2765550
"73233","Челябинск",2,45.45,26.15,5.3,2,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1933125
"73235","Краснодар",10,76.5,46.1,11.5,3,"2.77","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7257500
"73239","Владивосток",12,34.85,10.77,13.9,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4879000
"73241","Ижевск",2,42.2,11.8,19.4,1,"2.8","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2545000
"73246","Нижний Новгород",15,60.5,31.1,9.4,2,"2.55","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6490000
"73247","Тюмень",5,28.88,12.94,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680000
"73249","Самара",7,59.97,31.93,8.67,2,"2.7","0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5697150
"73255","Чебоксары",10,39.96,16.96,11.75,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2078000
"73260","Тула",13,42,14.6,12.4,1,"2.7","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3620400
"73265","Чебоксары",7,48.49,17.4,14.4,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5091450
"73266","Екатеринбург",4,59.85,22.34,21.82,2,"2.64","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7182000
"73267","Батайск",6,51.1,17.42,15.53,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2912700
"73268","Тюмень",1,50,14.08,16.2,1,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4230000
"73269","Тюмень",6,41.43,14.05,13.98,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3870000
"73270","Чебоксары",1,65,32.9,14.3,2,"2.7","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4095000
"73271","Тюмень",11,35.29,16.51,7.37,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2320000
"73272","Ижевск",8,32.17,14.47,8.72,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2576817
"73273","Нижний Новгород",1,72.3,23.7,10.9,3,"2.55","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5840000
"73274","Самара",13,43,15.4,16.4,1,"2.54","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2214000
"73276","Владимир",4,68,16.9,30.6,2,"2.65","0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3604000
"73277","Тула",5,48,26.4,6.2,2,"2.7","1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3936000
"73280","Сокуры",14,91.21,65.01,21.13,5,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5791835
"73282","Челябинск",6,45.45,26.15,5.3,2,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1953668
"73286","Нижний Новгород",16,67.6,28,15.9,2,"2.55","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5590000
"73287","Ижевск",5,26.6,10.4,5.3,1,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1650000
"73289","Краснодар",21,37,16.8,10,1,"2.77","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4791500
"73290","Екатеринбург",17,29.5,13.19,4.98,1,"2.7","1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3717000
"73291","Владимир",5,68,16.9,30.6,2,"2.65","0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3672000
"73294","Екатеринбург",5,68.91,35.76,15.7,3,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4455790
"73295","Тюмень",13,36.93,13.46,9.84,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430000
"73296","Екатеринбург",16,66.57,36.18,11.14,3,"2.7","0",0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,5059320
"73297","Архангельск",6,53.35,31.72,8.42,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4641276
"73299","Тюмень",9,48.05,23.25,11.4,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4150000
"73301","Йошкар-Ола",1,58.61,12.86,10.44,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109960
"73305","Самара",8,31.17,15.88,5.06,1,"2.54","1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2162860
"73310","Ижевск",15,41.6,13.9,15.9,1,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2590000
"73311","Тюмень",2,37.9,14.09,11.62,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3874000
"73312","ПГТ Медведево",7,63.92,33.14,11.39,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2470000
"73314","Киров",10,51.3,29.9,5.8,2,"2.5","1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4104000
