"","city","floor","total_area","living_area","kitchen_area","room_count","height","is_studio","view_airport","view_building","view_city","view_cottages","view_east","view_field","view_forest","view_garden","view_highway","view_house","view_mall","view_north","view_parking","view_playground","view_school","view_south","view_street","view_water","view_west","view_yard","total_price"
"2","Челябинск",6,43.17,26.08,5,2,"2.64","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2244580
"6","Екатеринбург",22,66.95,36.19,15.43,3,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4418700
"8","Нижний Новгород",11,45.15,17.9,15.3,1,"2.9","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3986745
"14","Самара",5,42.6,17.4,12.1,1,"2.54","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2214000
"15","Краснодар",18,58.9,29.8,12.9,2,"2.77","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6744050
"16","Екатеринбург",6,26.23,12.62,4.49,1,"2.64","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3750890
"19","Краснодар",14,42.5,25.9,4.8,2,"2.77","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5440000
"20","Чебоксары",11,61.46,28.39,14.51,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2839452
"22","ПГТ Медведево",2,40.96,17.1,12.5,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1587000
"23","Ставрополь",18,39.1,13.6,14.3,1,"2.8","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2932500
"29","Челябинск",7,45.45,26.15,5.3,2,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1871404
"30","Новосибирск",6,40.69,15.67,14.43,1,"2.72","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5208320
"31","Йошкар-Ола",8,38.36,18.93,8.74,1,"2.7","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933344
"32","Новосибирск",25,44.86,17,14.6,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2772348
"33","Нижний Новгород",18,129.5,97.9,13,1,"3","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16370300
"40","Екатеринбург",9,48.35,21.91,14.6,2,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3843825
"44","Сокуры",11,123.92,77.59,24.7,5,"3","0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7868920
"45","Ставрополь",10,65.9,35.6,14,2,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4095200
"48","Краснодар",9,56.5,28.8,11.6,2,"2.75","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5904250
"49","Саратов",7,86.63,45.13,15.51,3,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5639900
"50","Екатеринбург",6,33.61,10.83,14.11,1,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2671995
"51","Тула",17,47.6,26.4,5.5,2,"2.7","1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3570000
"52","Нижний Новгород",12,101.5,58.3,19.41,4,"2.6","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12183600
"53","Ижевск",6,37.59,21.76,5.32,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3379341
"57","Тюмень",4,36.27,11.97,14.51,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3906000
"61","Уфа",3,54.62,31.6,11.3,2,"2.7","0",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5625000
"62","Ижевск",1,29,13.52,9.15,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2351900
"64","Самара",25,81.5,38.59,12.48,3,"2.54","0",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,7247718
"71","Чебоксары",8,43.34,17.85,12.41,1,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2478000
"78","Чебоксары",7,61.43,29.07,14.05,2,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3266906
"79","Тюмень",12,22.57,9.65,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110000
"82","Екатеринбург",6,71.02,31.7,16.9,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7719348
"88","Ижевск",10,76.8,72.9,20.4,3,"0","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4895100
"89","Екатеринбург",0,51.78,23.32,16.04,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3754050
"91","Тюмень",3,37.26,13.95,9.98,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430000
"92","Нижний Новгород",4,63.74,29.51,17.56,2,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8222460
"94","Пермь",4,75.1,39.1,10.69,3,"2.74","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5408000
"97","Тюмень",4,66.66,31.61,14.87,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4450000
"98","Нижний Новгород",3,66.8,26.4,15.5,2,"2.55","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5990000
"99","Орел",12,40.3,14.6,11.9,1,"2.76","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3425500
"102","Самара",7,59.97,31.93,8.67,2,"2.7","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5577210
"104","Йошкар-Ола",2,40.41,17.57,11.26,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501970
"108","Чебоксары",9,60.97,17.73,12.41,2,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2301000
"109","ПГТ Медведево",4,39.82,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1587000
"112","Новосибирск",3,47.66,18.3,11.3,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907260
"115","Екатеринбург",2,93.18,41.8,19.3,3,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10628010
"122","Ижевск",17,46,11.9,20.5,1,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2990000
"124","Казань",15,39.77,13.66,11.9,1,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5590000
"125","Новосибирск",10,44.75,17,14.6,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2765550
"126","Тюмень",8,47.45,23.12,10.99,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900000
"127","Владимир",11,77,30.8,22.3,2,"2.65","0",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4065100
"128","Чебоксары",13,93.7,45.6,20.7,3,"3","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5870000
"134","Екатеринбург",4,44.49,10.9,21.57,1,"2.64","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5783700
"137","Тюмень",7,47.45,23.12,10.99,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900000
"141","Ростов на дону",8,37.45,10.5,17,1,"0","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3894800
"143","Ставрополь",17,44.1,16.2,15.6,1,"2.8","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3395700
"144","Новосибирск",16,62.05,31.5,9,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3586490
"145","Челябинск",3,40.63,26.36,19.75,1,"2.64","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2600320
"146","Краснодар",7,36.6,16.7,10,1,"2.77","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4739700
"148","Новосибирск",11,48.17,18.3,11.4,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2938370
"149","Нижний Новгород",5,84.28,41.15,22.11,3,"2.6","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9017960
"152","Йошкар-Ола",2,59.38,16.61,10.44,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138040
"153","Самара",24,50.35,21.6,14.7,1,"2.54","0",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2467248
"154","Тула",10,61.1,28.18,11.51,2,"2.7","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4586574
"157","Йошкар-Ола",2,59.38,48.58,10.44,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2078300
"159","Нижний Новгород",5,50.98,20.57,16.36,1,"2.6","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6219560
"160","Ростов на дону",8,45.63,29.6,7.4,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5429970
"161","Чебоксары",7,75.05,35.6,14.5,2,"2.7","0",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4803200
"163","ПГТ Медведево",7,64.4,33.14,11.52,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2489000
"165","Самара",6,40.9,18,11.3,1,"2.54","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2974267
"166","Тюмень",20,59.45,26.33,17.28,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6080000
"167","Ижевск",4,41.4,26.36,4.19,1,"0","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3672180
"169","Владимир",2,68,16.9,30.6,2,"2.65","0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3672000
"170","Ижевск",1,39.6,14.2,11.7,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2310000
"171","Чебоксары",7,37.44,16.96,9.14,1,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029248
"175","Челябинск",8,45.45,26.15,5.3,2,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1871404
"176","Чебоксары",7,61.46,28.39,14.51,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023832
"179","Челябинск",3,67.43,32.54,16.38,2,"2.64","0",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3371500
"180","Краснодар",10,66.18,33.84,11.87,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6651090
"181","Чебоксары",7,86.2,48.7,14.3,3,"2.7","0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5172000
"182","Ставрополь",9,40.9,15.3,11.3,1,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3190200
"186","Самара",8,58.05,24.6,12.5,2,"2.54","0",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2816041
"187","Тюмень",9,24.2,12.94,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+06
"189","Сокуры",16,91.21,65.01,21.13,5,"3","0",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5791835
"192","Самара",18,54.84,25.34,16.03,2,"2.54","0",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5095528
"193","ПГТ Медведево",11,64.4,33.14,11.52,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2616000
"198","Новосибирск",9,47.72,18.3,11.3,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910920
"199","Новосибирск",5,72.66,34.68,16.85,2,"2.72","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8355900
"201","Саранск",5,43.29,17.01,12.34,1,"2.76","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2683980
"202","Челябинск",14,24.4,11.42,4.57,1,"2.85","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927600
"206","Нижний Новгород",17,46.2,26.3,9.3,2,"2.72","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6710000
"212","Новочебоксарск",9,76.67,44.41,15.24,3,"2.5","0",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3373480
"213","Нижний Новгород",15,47.3,22.8,14.1,2,"2.72","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6420000
"214","ПГТ Медведево",10,63.92,33.14,11.39,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2455000
"216","Йошкар-Ола",6,58.53,12.86,10.44,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230940
"217","Самара",6,54.89,24.1,12.07,2,"2.54","0",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5111050
"221","Чебоксары",2,37.44,16.96,9.14,1,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029248
"226","Чебоксары",2,61.46,28.39,14.51,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023832
"229","Чебоксары",15,93.7,45.6,20.7,3,"3","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5835261.2
"230","Тюмень",15,37.31,14.22,11.87,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430000
"231","Самара",12,64.95,30.5,10.2,2,"2.54","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5754070
"233","Нижний Новгород",1,52.29,25.89,12.36,2,"2.61","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6248655
"237","Ставрополь",14,39.4,15.2,15.2,1,"2.8","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3309600
"239","Ставрополь",12,38.2,46.3,15.5,1,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2559400
"242","Тюмень",4,37.9,14.09,11.62,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400000
"244","Челябинск",8,32.63,16.76,10.28,1,"2.85","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2545140
"247","Чебоксары",15,98.4,44.5,19,3,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6324758.4
"248","Саратов",8,43.11,19.2,11.6,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000500
"249","Архангельск",2,53.35,31.72,8.42,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4694624
"253","Саранск",18,43.24,15.61,11.55,1,"2.76","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2680880
"255","Владивосток",12,55.95,25.58,16.18,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8224650
"259","Орел",10,50.7,28.1,9.2,2,"2.76","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3898000
"263","Батайск",5,57.14,30.97,1.88,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3828380
"264","Тюмень",6,36.93,13.46,9.84,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430000
"268","Екатеринбург",3,60.56,22.3,17.3,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7242000
"272","Тюмень",6,50.84,19.92,13.61,2,"2.7","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3840000
"277","Батайск",3,57.14,30.97,1.88,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3256980
"280","Нижний Новгород",15,70.95,40,13.7,3,"2.9","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8265400
"281","Тюмень",10,73.29,40.14,15.29,3,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5150000
"286","Нижний Новгород",18,58.9,31.1,9.4,2,"2.55","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6610000
"287","Саратов",10,38.08,16.92,8.27,1,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1382040
"289","Ростов на дону",8,76.85,49.2,18.1,3,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9145150
"290","ПГТ Медведево",12,39.71,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1554000
"292","Краснодар",20,61.04,29.1,11.86,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6042960
"296","Самара",24,55.3,24.1,12.48,2,"2.54","0",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5060700
"299","Нижний Новгород",14,19.36,6.61,3.68,1,"2.6","1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2981440
"301","Нижний Новгород",12,42.93,18.32,11.49,1,"2.6","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4722300
"302","Ижевск",6,52.26,29.21,10.2,2,"0","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3814980
"305","Пермь",17,74.5,32.9,17.9,2,"2.74","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5439000
"307","Ижевск",1,40,27.88,9.83,2,"0","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3586320
"308","Саратов",6,62.44,37.07,11.27,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3202560
"309","Красноярск",7,40.7,17.2,11.6,1,"2.6","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5220000
"313","Тула",14,41.8,14.4,12.3,1,"2.7","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4180000
"314","Тюмень",8,22.6,12.94,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110000
"318","Новосибирск",23,44.86,17,14.6,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2772348
"319","Пермь",14,74.4,32.9,17.9,2,"2.74","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5432000
"320","Самара",4,41.5,15.4,15.1,1,"2.54","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3598075
"332","Чебоксары",12,61.46,28.39,14.51,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023832
"335","Нижний Новгород",5,58.9,31.1,9.4,2,"2.55","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5360000
"337","Пермь",20,79.5,43.4,13.23,3,"2.74","0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5565000
"338","Самара",25,36.39,13.98,11,1,"2.54","0",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3576505
"340","Тюмень",10,22.57,9.65,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110000
"346","Железногорск",6,59.59,32.78,11.11,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502780
"348","Екатеринбург",19,31.9,17.4,5,1,"2.75","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3637600
"349","Лиски",5,47.42,25.41,17.03,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2788296
"350","Нижний Новгород",14,40.34,11.47,14.72,1,"2.6","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5002160
"352","Владивосток",15,79.42,34.27,25.91,3,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10245180
"356","Тюмень",6,85.74,43.48,20.3,3,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e+06
"358","Тюмень",14,54.7,28.85,12.68,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4450000
"359","Тюмень",4,51.4,16.41,20.1,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4985459
"361","Тюмень",15,55.06,23.89,13.59,2,"2.7","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4e+06
"363","Ставрополь",19,84.4,46.3,15.5,3,"2.8","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5038700
"364","Тюмень",13,36.9,13.46,9.84,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3743000
"367","Нижний Новгород",14,38.58,11.48,13.95,1,"2.6","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4398120
"368","Нижний Новгород",3,46.29,17.73,16.03,1,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6202860
"369","Самара",1,49.05,16.6,18.9,1,"2.54","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4467945
"371","Батайск",2,71.34,38.88,9.66,3,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4137720
"374","Самара",12,80.38,43.65,11.27,3,"2.54","0",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,7389242
"375","Самара",12,39.58,8.98,14.74,1,"2.54","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2725450
"376","Ижевск",4,27.9,10.9,5.6,1,"0","1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1620000
"379","Новосибирск",19,44.86,17,14.6,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2772348
"381","Тюмень",10,24.22,10.2,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+06
"382","Ижевск",5,52.2,28.3,8.9,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3050000
"383","Саратов",4,37.26,16.18,10.86,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1602180
"386","Тюмень",14,67.73,32.24,16.93,3,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5520000
"395","Ставрополь",3,90,50.4,19,3,"2.8","0",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6210000
"397","ПГТ Медведево",13,63.92,33.14,11.39,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2501000
"398","Нижний Новгород",15,106.4,44,24.8,3,"2.72","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12090000
"400","Краснодар",9,45.2,27.7,5.9,2,"2.77","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5876000
"403","Нижний Новгород",11,69.7,36.7,10.4,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8364000
"405","Краснодар",15,60.81,28.98,11.83,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5959380
"407","Нижний Новгород",9,66.8,26.4,15.5,2,"2.55","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5210000
"412","Тюмень",7,37.57,10.49,15.05,1,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2808000
"413","Сокуры",1,91.21,65.01,21.13,5,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5928650
"417","Самара",22,59.97,31.93,8.67,2,"2.7","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4857570
"418","Екатеринбург",13,60.66,25.24,18.06,2,"2.65","0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5732370
"419","Нижний Новгород",20,90.1,45.5,22.2,3,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8744205
"421","Екатеринбург",0,38.23,13.6,12.33,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2981940
"422","Екатеринбург",15,31.52,16.72,5.03,1,"2.65","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3987280
"423","ПГТ Медведево",14,39.71,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1480000
"424","Владивосток",7,35.4,11.11,14.08,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5599400
"425","Чебоксары",10,40.05,16.96,11.75,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1823000
